url,input_tag,input_tag_value,src_link,form_handler,form_handler_value,invisible_iframe,invisible_iframe_value,rewrite_statusbar,disable_rightclick,ahref_link,popup_window,popup_window_value,favicon_link,old_technologies,missleading_link,missleading_link_value,hostname_title
"http://calvanegra6.com/app/facebook.com/?key=69ggjAd7YLVbhfCRWNJ9dUgufGXTANYg0Jde0skIxGjTChrxfyDjOMV9qmbBWYjaMDblgRMbKWw5bjMzbNkNytRWsf9tAZbD4K5Vui619tPD6RCTz7C1A87TJ9ReX0RNZawdGPEjfFf3Gr5j7Dz3lBOpZ2uxogjH9rc7DbC2yFsxTI8oQkNaFz019QizL5xE9GNdjOr4&lang=es",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"http://shaadiparichay.com/MATCHDOB",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"http://www.toptanucuzgiyim.com/wp-content/ye/726a7e81b59d99ccf9777c603f196351/",1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"http://www.toptanucuzgiyim.com/wp-content/ye/ec6bda0e5df204d0a8b38617f09e541b/",1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"http://www.toptanucuzgiyim.com/wp-content/bo/ebf5905d5b95ac13f4b035ba35237501/",1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"http://yamato-ru.com/mei.html",1,10,0,0,0,0,0,0,0,0.16,0,0,1,1,1,4,1
"https://starsoftworld.com/coltsyds_dskujd/a4f953e09bff00cd817e41953c99dedd",1,3,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"https://starsoftworld.com/coltsyds_dskujd/ee0ebc5032e5e062f9b5edec3edb2a6b",1,3,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"https://starsoftworld.com/coltsyds_dskujd/a4f953e09bff00cd817e41953c99dedd/view/surf2.php",1,14,0.5454545454545454,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"http://amazingclivias.com/xosooxoxoxoxsoo",1,12,0.7142857142857143,0,1,0,0,0,0,0.4,0,0,0,1,0,0,1
"http://identity-confirm.com/netbank/login/",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"https://xcox.acces.calluna-design.co.uk/coxmailexe/index.htm",1,19,0.8,0,0,0,0,0,0,0.9662162162162162,0,0,0,1,1,31,1
"http://adultweb.demoparlour.com/wp-content/loggineaccount/secure/resolve-account",1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"http://postfinanceswitzerland-client-8723132.alex-mohl.de/postfinance2020/postfinance/postfinance/4/index.html",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"http://techletica.com/kr3mvf/Linkedin/index.html",1,10,0.9090909090909091,0,0,0,0,0,0,0.7692307692307693,0,0,1,1,0,0,1
"http://mail.a24assistance.rs/ldc/my.dhl-com",1,4,0.5,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"http://fr.proxy.al/direct/aHR0cHM6Ly93d3cuZmFjZWJvb2suY29tL2ltcHJlc3Npb24ucGhwL2YzNzM0MzE3ODcyMDI2Lz9saWQ9MTE1JnBheWxvYWQ9JTdCJTIyc291cmNlJTIyJTNBJTIyanNzZGslMjIlN0Q-",1,21,0.5714285714285714,0,0,0,0,0,0,0.5714285714285714,0,0,0,1,1,2,1
"http://punahilkka.de/sites/default/files/ober",1,10,0.9523809523809523,0,1,0,0,0,0,0.7333333333333333,0,0,1,1,1,7,1
"http://yamato-yo.com/han.html",1,10,0,0,0,0,0,0,0,0.16,0,0,1,1,1,4,1
"http://adenoidal-elbows.000webhostapp.com/mpaweskd.php?code=redirectNjlmZC00NjQxLTlmNTQtZmM5MjIzN00NjQxLTlmNTZmM5MjIzN00N",1,3,0.5,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"http://volt-electric.ca/ssd/u.php",1,3,0,0,0,0,0,0,0,0.5,0,0,0,1,1,1,1
"https://streetartandgraffiti.com/cache/tcpdf/fab187d24fa2ba334b95f2a905aa08d6",1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,20,1
"http://vedikafurniture.com/wp-content/themes/martfury/inc/frontend/hh/hotoffice",1,26,0,0,0,0,0,0,0,0.6666666666666666,0,0,0,1,0,0,1
"http://facebook.com.https.s1.gvirabi.com/facebook-hq-166793820034304/?ref=py_c&amp;_fb_noscript=1",1,20,0.2,0,0,0,0,0,0,0.3541666666666667,0,0,1,1,1,10,1
"http://wetransferinfo.000webhostapp.com/w/wetf/wetf/WeTransfer.php",1,5,0.25,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"http://nutribiocorp.com/css/srv.etisalat.ae.html",1,3,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1
"http://facebook.com.https.s1.gvirabi.com/prcaprorodeo",1,20,0.2,0,0,0,0,0,0,0.3541666666666667,0,0,1,1,1,10,1
"http://canjedeuniformessinaloa.com/checking",0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"http://027sn.com/Summary/customer_center/user-398215",1,2,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"http://mail.colegiomoura.com.br/comunicados_arq/my.dhl-com",1,4,0.5,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"http://ducks.pt/language/bend_.html",1,10,0,0,0,0,0,0,0,0.9745222929936306,0,0,1,1,1,30,1
"http://www.angelfire.com/crazy/ch3m1c4l.r0m4nc3-pic",1,8,0.7777777777777778,0,0,0,0,0,0,0.9333333333333333,0,0,0,1,1,4,1
"http://027sn.com/Summary/customer_center/user-845987",1,2,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"http://www.ilafedexcom.com/suivi-colis/status-shipment-package/tracking-number/get-coste-package/express-sending/",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"http://hacheyou.com/zhuanti/2013kybmzn/index.shtml",0,0,0.16666666666666666,0,0,0,0,0,0,0.022222222222222223,0,0,0,1,0,0,1
"http://patraglobal.com/2c",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"https://6261264185michal6.blob.core.windows.net/owe6/update6.html",1,4,1,0,0,1,1,0,0,0.5,0,0,1,1,0,0,1
"http://www.ilafedexcom.com/suivi-colis/status-shipment-package/tracking-number/get-coste-package/express-sending",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"https://15665615ksha1.blob.core.windows.net/ow1/update1.html",1,4,1,0,0,1,1,0,0,0.5,0,0,1,1,0,0,1
"http://patraglobal.com/85/d6/c666a99798/page.htm",1,1,0.125,0,0,0,0,0,0,0.3333333333333333,0,0,0,1,0,0,1
"http://www.drinkoftheweek.com/wp-content/thumbnails/3507",1,30,0.75,0,0,0,0,0,0,0.9230769230769231,0,0,0,1,1,6,1
"http://patraglobal.com/85/d6/c666a99798/none",1,1,0.125,0,0,0,0,0,0,0.3333333333333333,0,0,0,1,0,0,1
"http://patraglobal.com/a7",1,1,0.125,0,0,0,0,0,0,0.3333333333333333,0,0,0,1,0,0,1
"http://nutriamine.com/ppl/customer_center/Secure497/myaccount/signin/",1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"https://europeangoldman.com/login.madeinchina.com/Made-in-China.com/Made-in-China.com.html",1,10,0,0,0,0,0,0,0,1,0,0,0,1,1,22,1
"http://patraglobal.com/2018/1230",1,1,0.125,0,0,0,0,0,0,0.3333333333333333,0,0,0,1,0,0,1
"http://hacheyou.com/zhidao/talk/wx1701165835.shtml",0,0,0.05128205128205128,0,0,0,0,0,0,0.045454545454545456,0,0,0,1,1,1,1
"http://hacheyou.com/zhidao/talk/page2.shtm",1,1,0.18181818181818182,0,0,0,0,0,0,0.0125,0,0,0,1,0,0,1
"http://vanchuyenhanghoalagi.com/onedrive/home/oneddrive/",0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"http://www.cfirst.co.in/secure/suncorp/internetbanking.suncorpbank.htm",1,4,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
"https://coaltur.com/mode/home",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"https://godmarkfannyuy.com/wp-includes/ch2/home/2b219b843093441ceeff67768320c41a?cmd=login_submit&id=technical-support-department%2Faccount%2Fservice",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"https://hntutors.com/ttf/ukvkstcvkusvu-kguvzdfcgvd-kguzkvfck567uy4vf-jugvjcgytf5jyt-nyjtfjyt5fjy5f-myjtcfyjtc7vd-kgvcktf6-kugv5kutvcr0-gtvtykcv76-kutgctuc65kuvc-",1,16,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"http://patraglobal.com/f2/1d/c666a127517/none",1,1,0.125,0,0,0,0,0,0,0.3333333333333333,0,0,0,1,0,0,1
"http://patraglobal.com/ee/51/c666a126545/page.htm",1,1,0.125,0,0,0,0,0,0,0.3333333333333333,0,0,0,1,0,0,1
"https://globosolucoes.com/wp-includes/compressr/trackback/home/e784ab2a929c66f7bc42714491656552?cmd=login_submit&id=technical-support-department%2Faccount%2Fservice",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"https://fr.youtubefreeproxy.com/direct/aHR0cHM6Ly93d3cuZmFjZWJvb2suY29tL2ltcHJlc3Npb24ucGhwL2ZhMTUyNWYyZjE1ZDk0Lz9hcGlfa2V5PTI2MDg5MDU0NzExNSZsaWQ9MTE1JnBheWxvYWQ9JTdCJTIyc291cmNlJTIyJTNBJTIyanNzZGslMjIlN0Q-",1,21,0.5714285714285714,0,0,0,0,0,0,0.5714285714285714,0,0,0,1,1,2,1
"https://mikonik.com/Boa/fullz.php",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"https://mikonik.com/Boa/empass.php",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"https://mikonik.com/Boa/secquestion.php",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"http://www.tonyspastelportraits.com/signup/",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"https://manyusoku.news.futoka.jp/auth/",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"http://hacheyou.com/zhinan/tjms/wx1609273882.shtml",0,0,0.05128205128205128,0,0,0,0,0,0,0.05,0,0,0,1,1,1,1
"http://facebook.com.https.s1.gvirabi.com/mirchiandmimerestaurant",1,20,0.2,0,0,0,0,0,0,0.3541666666666667,0,0,1,1,1,10,1
"http://facebook.com.https.s1.gvirabi.com/burgerkingjalandharofficial",1,20,0.2,0,0,0,0,0,0,0.3541666666666667,0,0,1,1,1,10,1
"http://facebook.com.https.s1.gvirabi.com/chivit-thamma-da-coffee-house-bistrobar-178326392243321",1,20,0.2,0,0,0,0,0,0,0.3541666666666667,0,0,1,1,1,10,1
"http://facebook.com.https.s1.gvirabi.com/burgerkingjalandharofficial/reviews",1,52,0.6363636363636364,0,0,0,0,0,0,0.35443037974683544,0,0,1,1,1,10,1
"http://verificpagararuba.com/IT/Assistenza/fatturazione/",1,1,1,0,0,0,0,0,0,0.75,0,0,0,1,0,0,1
"http://tr-tr.facebook.com.https.s1.gvirabi.com/pages/barcelona-spain/106287062743373",1,17,0.4,0,0,0,0,0,0,0.25,0,0,1,1,1,10,1
"http://cazanele-dunarii.ro/wp-content/themes/twentyfifteen/js/china/index.php?login=acesy@hanmal.net/?",1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"http://facebook.com.https.s1.gvirabi.com/directory/pages/u",1,20,0.2,0,0,0,0,0,0,0.3541666666666667,0,0,1,1,1,10,1
"http://tr-tr.facebook.com.https.s1.gvirabi.com/pages/bogot-colombia/102194039822307",1,17,0.4,0,0,0,0,0,0,0.36363636363636365,0,0,1,1,1,10,1
"http://tr-tr.facebook.com.https.s1.gvirabi.com/pages/london-united-kingdom/106078429431815",1,17,0.4,0,0,0,0,0,0,0.25,0,0,1,1,1,10,1
"http://facebook.com.https.s1.gvirabi.com/pbrtouringpro",1,20,0.2,0,0,0,0,0,0,0.3541666666666667,0,0,1,1,1,10,1
"http://facebook.com.https.s1.gvirabi.com/agustinunaplay8",1,20,0.2,0,0,0,0,0,0,0.3541666666666667,0,0,1,1,1,10,1
"http://facebook.com.https.s1.gvirabi.com/zelikalol",1,20,0.2,0,0,0,0,0,0,0.3541666666666667,0,0,1,1,1,10,1
"http://tr-tr.facebook.com.https.s1.gvirabi.com/pages/las-vegas-nevada/108081209214649",1,17,0.4,0,0,0,0,0,0,0.36363636363636365,0,0,1,1,1,10,1
"http://facebook.com.https.s1.gvirabi.com/directory/places/d",1,20,0.2,0,0,0,0,0,0,0.3541666666666667,0,0,1,1,1,10,1
"http://facebook.com.https.s1.gvirabi.com/harrisranchinnandrestaurant",1,20,0.2,0,0,0,0,0,0,0.3541666666666667,0,0,1,1,1,10,1
"http://facebook.com.https.s1.gvirabi.com/directory/places/m",1,20,0.2,0,0,0,0,0,0,0.3541666666666667,0,0,1,1,1,10,1
"http://facebook.com.https.s1.gvirabi.com/texasholdem",1,20,0.2,0,0,0,0,0,0,0.3541666666666667,0,0,1,1,1,10,1
"http://facebook.com.https.s1.gvirabi.com/marthamaccallum",1,20,0.2,0,0,0,0,0,0,0.3541666666666667,0,0,1,1,1,10,1
"http://facebook.com.https.s1.gvirabi.com/cowboyscbs",1,20,0.2,0,0,0,0,0,0,0.3541666666666667,0,0,1,1,1,10,1
"http://facebook.com.https.s1.gvirabi.com/drybarcomedy",1,20,0.2,0,0,0,0,0,0,0.3541666666666667,0,0,1,1,1,10,1
"http://facebook.com.https.s1.gvirabi.com/directory/pages/s",1,20,0.2,0,0,0,0,0,0,0.3541666666666667,0,0,1,1,1,10,1
"http://facebook.com.https.s1.gvirabi.com/directory/pages/d",1,20,0.2,0,0,0,0,0,0,0.3541666666666667,0,0,1,1,1,10,1
"http://facebook.com.https.s1.gvirabi.com/directory/pages/r",1,20,0.2,0,0,0,0,0,0,0.3541666666666667,0,0,1,1,1,10,1
"http://facebook.com.https.s1.gvirabi.com/pac12conference",1,20,0.2,0,0,0,0,0,0,0.3541666666666667,0,0,1,1,1,10,1
"http://facebook.com.https.s1.gvirabi.com/sarah-huckabee-sanders-supporters-381474588959279",1,20,0.2,0,0,0,0,0,0,0.3541666666666667,0,0,1,1,1,10,1
"http://facebook.com.https.s1.gvirabi.com/places/detroitte-yapilacak-seyler/114586701886732",1,17,0.2,0,0,0,0,0,0,0.38636363636363635,0,0,1,1,1,10,1
"http://edumark.ase.ro/asseds/practica/zpp/asw/page.php",1,22,1,0,0,1,1,0,0,0.8,1,1,1,1,0,0,1
"http://facebook.com.https.s1.gvirabi.com/ericbollingblazetv",1,20,0.2,0,0,0,0,0,0,0.3541666666666667,0,0,1,1,1,10,1
"http://facebook.com.https.s1.gvirabi.com/nfl",1,20,0.2,0,0,0,0,0,0,0.3541666666666667,0,0,1,1,1,10,1
"http://facebook.com.https.s1.gvirabi.com/huckabeeontbn",1,20,0.2,0,0,0,0,0,0,0.3541666666666667,0,0,1,1,1,10,1
"http://facebook.com.https.s1.gvirabi.com/dallascowboys",1,20,0.2,0,0,0,0,0,0,0.3541666666666667,0,0,1,1,1,10,1
"http://facebook.com.https.s1.gvirabi.com/directory/pages/f",1,20,0.2,0,0,0,0,0,0,0.3541666666666667,0,0,1,1,1,10,1
"http://tr-tr.facebook.com.https.s1.gvirabi.com/pages/hong-kong/113317605345751",1,16,0.8695652173913043,0,0,0,0,0,0,0.391812865497076,0,0,1,1,1,16,1
"http://facebook.com.https.s1.gvirabi.com/24karots",1,20,0.2,0,0,0,0,0,0,0.3541666666666667,0,0,1,1,1,10,1
"http://facebook.com.https.s1.gvirabi.com/cbrbull",1,20,0.2,0,0,0,0,0,0,0.3541666666666667,0,0,1,1,1,10,1
"http://tr-tr.facebook.com.https.s1.gvirabi.com/pages/dubai-united-arab-emirates/111070818917271",1,17,0.4,0,0,0,0,0,0,0.35555555555555557,0,0,1,1,1,10,1
"http://facebook.com.https.s1.gvirabi.com/places/osaskoda-yapilacak-seyler/106241869414834",1,17,0.2,0,0,0,0,0,0,0.38636363636363635,0,0,1,1,1,10,1
"http://facebook.com.https.s1.gvirabi.com/directory/pages/h",1,20,0.2,0,0,0,0,0,0,0.3541666666666667,0,0,1,1,1,10,1
"http://tr-tr.facebook.com.https.s1.gvirabi.com/pages/madrid-spain/106504859386230",1,17,0.4,0,0,0,0,0,0,0.36363636363636365,0,0,1,1,1,10,1
"http://facebook.com.https.s1.gvirabi.com/directory/pages/b",1,20,0.2,0,0,0,0,0,0,0.3541666666666667,0,0,1,1,1,10,1
"http://tr-tr.facebook.com.https.s1.gvirabi.com/pages/los-angeles-california/110970792260960",1,17,0.4,0,0,0,0,0,0,0.25,0,0,1,1,1,10,1
"http://www.sloaneandhyde.com/drs/new2015/pvalidate.html",1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"http://patraglobal.com/2018/1022/c7998a135890/none",1,1,0.125,0,0,0,0,0,0,0.3333333333333333,0,0,0,1,0,0,1
"http://patraglobal.com/2019/0326/c607a145484/none",1,1,0.125,0,0,0,0,0,0,0.3333333333333333,0,0,0,1,0,0,1
"http://patraglobal.com/2019/0401/c11543a145724/none",1,1,0.125,0,0,0,0,0,0,0.3333333333333333,0,0,0,1,0,0,1
"http://patraglobal.com/2019/0107/c11543a141619/none",1,1,0.125,0,0,0,0,0,0,0.3333333333333333,0,0,0,1,0,0,1
"http://secclab.com/include/free/e10f73021c296913705f8c37ab70b3dd/",1,2,0,0,0,0,0,0,0,0.047619047619047616,0,0,0,1,0,0,1
"http://radioabbasfm.com.br/wp-includes/Text/Alibaba.com/Login.htm",0,0,0.42857142857142855,0,0,0,0,0,0,1,0,0,1,1,1,34,1
"http://hacheyou.com/zhinan/tjms/wx1701135346.shtml",0,0,0.05128205128205128,0,0,0,0,0,0,0.047058823529411764,0,0,0,1,1,1,1
"http://tr-tr.facebook.com.https.s1.gvirabi.com/pages/will-smith/92304305160",1,20,0.4,0,0,0,0,0,0,0.3125,0,0,1,1,1,10,1
"https://fitness-youth.com/tmp/",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"http://hacheyou.com/outline/course/gx1809216235.shtml",0,0,0.05128205128205128,0,0,0,0,0,0,0.04819277108433735,0,0,0,1,1,1,1
"http://patraglobal.com/2019/0402/c606a145793/none",1,1,0.125,0,0,0,0,0,0,0.3333333333333333,0,0,0,1,0,0,1
"http://patraglobal.com/2019/0401/c606a145746/none",1,1,0.125,0,0,0,0,0,0,0.3333333333333333,0,0,0,1,0,0,1
"http://217.8.117.14/Telus/directing/www2.scotiaonline.scotiabank.com/mobile/",1,5,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1
"http://m.rawpowerlifting.com.ua/layouts/libraries/cms/sresmaksm.cn/hunermun/Update.php?ACCT.x=ID-PPL=PA324108.162.241.149=ScrPg=cc342b2ca68cebea6e4c16b92349d26b2029e2beb38e79977b0576790620d761S=%241%24hYvQB8.b%24zxZD1Xs634hovRO1b6WJ21&country.x=-",1,11,1,0,0,0,0,0,0,0.3333333333333333,0,0,0,1,0,0,1
"http://art-sticker.fr/humby/librairies/manual/645d1b142dde1f50def669a8c3ccd44e/way.php",1,12,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"http://beesnaturals.com/u.php",1,3,0,0,0,0,0,0,0,0.5,0,0,0,1,1,1,1
"http://ducks.pt/language/2postinfo.html",1,10,0,0,0,0,0,0,0,0.972027972027972,0,0,1,1,1,31,1
"http://facebook.com.https.s1.gvirabi.com/login.php",1,26,0.2,0,0,0,0,0,0,0.3695652173913043,0,0,1,1,1,10,1
"http://ducks.pt/language/8080-buy-cheapes-home5.html",1,10,0,0,0,0,0,0,0,0.9710144927536232,0,0,1,1,1,27,1
"http://facebook.com.https.s1.gvirabi.com/Validation",1,32,0.2,0,0,0,0,0,0,0.3829787234042553,0,0,1,1,1,10,1
"http://m.rawpowerlifting.com.ua/layouts/libraries/cms/sresmaksm.cn/hunermun/Update.php?ACCT.x=ID-PPL=PA324108.162.241.71=ScrPg=4eb70adbb23485ac6287a6f964cfa5538a213ebfac8420b2f1775fda9b38e485S=%241%242laAgH9H%24kwBWG3bMhJsA44jee9GMZ1&country.x=-",1,11,1,0,0,0,0,0,0,0.3333333333333333,0,0,0,1,0,0,1
"http://www.angelfire.com/blog/s_e_x_y.c_h_i_c_k",1,8,0.7777777777777778,0,0,0,0,0,0,0.9333333333333333,0,0,0,1,1,4,1
"http://nature-materials.ru/wp-content/uploads/re",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"http://32.19.192.35.bc.googleusercontent.com/CompraTV/SmarTV4k/sacola.php",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"http://32.19.192.35.bc.googleusercontent.com/Compra/Iphone7s/sacola.php",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
